id,cem301_attendees_total,cem009_country,month,year,country,cem005_today
,19,1,5,2014,1,08may2014
,16,1,5,2014,1,11may2014
,14,1,5,2014,1,09may2014
,13,1,5,2014,1,08may2014
,18,1,5,2014,1,09may2014
,16,1,5,2014,1,09may2014
,37,1,5,2014,1,09may2014
,12,1,5,2014,1,21may2014
,17,1,5,2014,1,07may2014
,12,1,5,2014,1,21may2014
,11,1,5,2014,1,15may2014
,11,1,5,2014,1,15may2014
,23,1,5,2014,1,07may2014
,17,1,5,2014,1,11may2014
,18,1,5,2014,1,21may2014
,23,1,5,2014,1,06may2014
,15,1,5,2014,1,09may2014
,14,1,5,2014,1,07may2014
,10,1,5,2014,1,08may2014
,17,1,5,2014,1,21may2014
,14,1,5,2014,1,21may2014
,24,1,5,2014,1,07may2014
,19,1,5,2014,1,09may2014
,22,1,5,2014,1,09may2014
,15,1,5,2014,1,04may2014
,30,1,5,2014,1,04may2014
,21,1,5,2014,1,03may2014
,13,1,5,2014,1,07may2014
,17,1,5,2014,1,08may2014
,16,1,5,2014,1,05may2014
,12,1,5,2014,1,07may2014
,16,1,5,2014,1,20may2014
,14,1,5,2014,1,09may2014
,36,1,5,2014,1,19may2014
,12,1,5,2014,1,06may2014
,12,1,5,2014,1,12may2014
,9,1,5,2014,1,14may2014
,16,1,5,2014,1,12may2014
,12,1,5,2014,1,13may2014
,12,1,5,2014,1,14may2014
,11,1,5,2014,1,12may2014
,11,1,5,2014,1,10may2014
,17,1,5,2014,1,04may2014
,32,1,5,2014,1,02may2014
,12,1,5,2014,1,04may2014
,19,1,5,2014,1,02may2014
,21,1,5,2014,1,04may2014
,23,1,5,2014,1,02may2014
,12,1,5,2014,1,02may2014
,12,1,5,2014,1,02may2014
,17,1,5,2014,1,04may2014
,17,1,5,2014,1,12may2014
,16,1,5,2014,1,14may2014
,11,1,5,2014,1,13may2014
,15,1,5,2014,1,13may2014
,19,1,5,2014,1,13may2014
,8,1,5,2014,1,14may2014
,13,1,6,2014,1,25-Jun-14
,17,1,5,2014,1,10may2014
,12,1,5,2014,1,19may2014
,11,1,5,2014,1,12may2014
,15,1,5,2014,1,13may2014
,13,1,5,2014,1,14may2014
,19,1,5,2014,1,13may2014
,20,1,5,2014,1,15may2014
,11,1,5,2014,1,22may2014
,19,1,5,2014,1,15may2014
,18,1,5,2014,1,13may2014
,45,1,4,2014,1,16-Apr-14
,20,1,4,2014,1,16-Apr-14
,15,1,4,2014,1,16-Apr-14
,24,1,4,2014,1,12-Apr-14
,18,1,4,2014,1,11-Apr-14
,21,1,4,2014,1,11-Apr-14
,18,1,4,2014,1,24-Apr-14
,16,1,5,2014,1,07may2014
,21,1,4,2014,1,24-Apr-14
,23,1,4,2014,1,24-Apr-14
,39,1,4,2014,1,29-Apr-14
,17,1,4,2014,1,28-Apr-14
,26,1,5,2014,1,04may2014
,19,1,5,2014,1,22may2014
,22,1,4,2014,1,25-Apr-14
,33,1,4,2014,1,26-Apr-14
,18,1,4,2014,1,25-Apr-14
,16,1,4,2014,1,25-Apr-14
,14,1,4,2014,1,23-Apr-14
,13,1,4,2014,1,23-Apr-14
,38,1,4,2014,1,23-Apr-14
,28,1,4,2014,1,29-Apr-14
,12,1,4,2014,1,22-Apr-14
,15,1,4,2014,1,22-Apr-14
,31,1,4,2014,1,29-Apr-14
,20,1,5,2014,1,20may2014
,32,1,4,2014,1,16-Apr-14
,16,1,4,2014,1,17-Apr-14
,23,1,4,2014,1,15-Apr-14
,17,1,4,2014,1,15-Apr-14
,22,1,4,2014,1,16-Apr-14
,22,1,4,2014,1,15-Apr-14
,12,1,4,2014,1,16-Apr-14
,18,1,5,2014,1,04may2014
,19,1,5,2014,1,02may2014
,19,1,5,2014,1,07may2014
,22,1,5,2014,1,04may2014
,26,1,4,2014,1,17-Apr-14
,21,1,4,2014,1,17-Apr-14
,19,1,4,2014,1,24-Apr-14
,20,1,4,2014,1,23-Apr-14
,15,1,5,2014,1,09may2014
,41,1,5,2014,1,02may2014
,24,1,5,2014,1,02may2014
,20,1,4,2014,1,23-Apr-14
,21,1,4,2014,1,23-Apr-14
,21,1,4,2014,1,23-Apr-14
,36,1,4,2014,1,22-Apr-14
,25,1,4,2014,1,23-Apr-14
,30,1,4,2014,1,22-Apr-14
,25,1,4,2014,1,22-Apr-14
,21,1,4,2014,1,23-Apr-14
,15,1,4,2014,1,13-Apr-14
,16,1,4,2014,1,13-Apr-14
,13,1,5,2014,1,22may2014
,20,1,4,2014,1,24-Apr-14
,22,1,4,2014,1,24-Apr-14
,33,1,4,2014,1,24-Apr-14
,17,1,4,2014,1,23-Apr-14
,20,1,4,2014,1,17-Apr-14
,23,1,4,2014,1,17-Apr-14
,17,1,4,2014,1,23-Apr-14
,21,1,4,2014,1,23-Apr-14
,19,1,4,2014,1,17-Apr-14
,41,1,4,2014,1,23-Apr-14
,21,1,5,2014,1,20may2014
,35,1,4,2014,1,23-Apr-14
,17,1,5,2014,1,18may2014
,27,1,5,2014,1,21may2014
,14,1,5,2014,1,20may2014
,15,1,5,2014,1,19may2014
,35,1,5,2014,1,15may2014
,18,1,5,2014,1,18may2014
,13,1,5,2014,1,09may2014
,16,1,5,2014,1,12may2014
,14,1,4,2014,1,28-Apr-14
,19,1,4,2014,1,16-Apr-14
,18,1,4,2014,1,15-Apr-14
,18,1,4,2014,1,16-Apr-14
,15,1,4,2014,1,15-Apr-14
,17,1,4,2014,1,18-Apr-14
,11,1,4,2014,1,20-Apr-14
,12,1,4,2014,1,20-Apr-14
,16,1,5,2014,1,06may2014
,12,1,6,2014,1,25-Jun-14
,16,1,5,2014,1,09may2014
,15,1,5,2014,1,09may2014
,18,1,5,2014,1,14may2014
,17,1,4,2014,1,13-Apr-14
,21,1,4,2014,1,14-Apr-14
,29,1,4,2014,1,23-Apr-14
,19,1,5,2014,1,02may2014
,12,1,4,2014,1,26-Apr-14
,43,1,4,2014,1,13-Apr-14
,19,1,4,2014,1,15-Apr-14
,20,1,4,2014,1,14-Apr-14
,14,1,4,2014,1,23-Apr-14
,15,1,4,2014,1,11-Apr-14
,11,1,4,2014,1,11-Apr-14
,16,1,5,2014,1,02may2014
,11,1,5,2014,1,05may2014
,15,1,4,2014,1,26-Apr-14
,21,1,4,2014,1,14-Apr-14
,17,1,4,2014,1,27-Apr-14
,23,1,4,2014,1,16-Apr-14
,38,1,4,2014,1,16-Apr-14
,33,1,4,2014,1,16-Apr-14
,12,1,5,2014,1,14may2014
,26,1,5,2014,1,14may2014
,19,1,4,2014,1,11-Apr-14
,32,1,4,2014,1,11-Apr-14
,13,1,4,2014,1,14-Apr-14
,23,1,4,2014,1,11-Apr-14
,29,1,4,2014,1,11-Apr-14
,24,1,4,2014,1,17-Apr-14
,57,1,4,2014,1,22-Apr-14
,24,1,4,2014,1,24-Apr-14
,25,1,4,2014,1,22-Apr-14
,54,1,4,2014,1,28-Apr-14
,11,1,4,2014,1,22-Apr-14
,28,1,4,2014,1,27-Apr-14
,40,1,4,2014,1,24-Apr-14
,23,1,4,2014,1,22-Apr-14
,22,1,4,2014,1,17-Apr-14
,13,1,4,2014,1,25-Apr-14
,24,1,4,2014,1,24-Apr-14
,26,1,4,2014,1,15-Apr-14
,29,1,4,2014,1,16-Apr-14
,24,1,4,2014,1,15-Apr-14
,21,1,4,2014,1,28-Apr-14
,17,1,4,2014,1,27-Apr-14
,22,1,4,2014,1,14-Apr-14
,14,1,4,2014,1,15-Apr-14
,35,1,4,2014,1,13-Apr-14
,24,1,4,2014,1,14-Apr-14
,34,1,4,2014,1,12-Apr-14
,21,1,4,2014,1,14-Apr-14
,34,1,4,2014,1,13-Apr-14
,29,1,5,2014,1,14may2014
,14,1,5,2014,1,15may2014
,12,1,5,2014,1,15may2014
,19,1,5,2014,1,15may2014
,11,1,5,2014,1,16may2014
,12,1,5,2014,1,19may2014
,12,1,5,2014,1,21may2014
,23,1,5,2014,1,16may2014
,21,1,5,2014,1,16may2014
,37,1,4,2014,1,29-Apr-14
,24,1,4,2014,1,30-Apr-14
,14,1,5,2014,1,16may2014
,40,1,5,2014,1,11may2014
,12,1,5,2014,1,19may2014
,12,1,5,2014,1,09may2014
,21,1,5,2014,1,04may2014
,16,1,5,2014,1,13may2014
,11,1,5,2014,1,22may2014
,21,1,5,2014,1,15may2014
,26,1,4,2014,1,28-Apr-14
,20,1,4,2014,1,15-Apr-14
,70,1,4,2014,1,14-Apr-14
,32,1,4,2014,1,14-Apr-14
,22,1,4,2014,1,15-Apr-14
,21,1,4,2014,1,15-Apr-14
,57,1,4,2014,1,14-Apr-14
,51,1,4,2014,1,15-Apr-14
,44,1,4,2014,1,15-Apr-14
,49,1,4,2014,1,15-Apr-14
,23,1,4,2014,1,15-Apr-14
,72,1,4,2014,1,15-Apr-14
,30,1,4,2014,1,14-Apr-14
,36,1,4,2014,1,14-Apr-14
,62,1,4,2014,1,11-Apr-14
,84,1,4,2014,1,15-Apr-14
,48,1,4,2014,1,10-Apr-14
,44,1,4,2014,1,10-Apr-14
,73,1,4,2014,1,14-Apr-14
,36,1,4,2014,1,11-Apr-14
,23,1,4,2014,1,15-Apr-14
,25,1,4,2014,1,15-Apr-14
,20,1,4,2014,1,15-Apr-14
,17,1,4,2014,1,11-Apr-14
,45,1,4,2014,1,11-Apr-14
,42,1,4,2014,1,05-Apr-14
,54,1,4,2014,1,05-Apr-14
,40,1,4,2014,1,05-Apr-14
,35,1,4,2014,1,05-Apr-14
,46,1,4,2014,1,11-Apr-14
,37,1,4,2014,1,15-Apr-14
,95,1,4,2014,1,09-Apr-14
,20,1,4,2014,1,11-Apr-14
,31,1,4,2014,1,08-Apr-14
,34,1,4,2014,1,07-Apr-14
,22,1,4,2014,1,11-Apr-14
,30,1,4,2014,1,11-Apr-14
,30,1,4,2014,1,08-Apr-14
,30,1,4,2014,1,11-Apr-14
,67,1,4,2014,1,08-Apr-14
,24,1,4,2014,1,11-Apr-14
,32,1,4,2014,1,11-Apr-14
,46,1,4,2014,1,03-Apr-14
,41,1,4,2014,1,03-Apr-14
,48,1,4,2014,1,02-Apr-14
,18,1,4,2014,1,05-Apr-14
,63,1,4,2014,1,04-Apr-14
,42,1,4,2014,1,05-Apr-14
,107,1,4,2014,1,04-Apr-14
,72,1,4,2014,1,02-Apr-14
,61,1,3,2014,1,31mar2014
,25,1,4,2014,1,05-Apr-14
,45,1,4,2014,1,04-Apr-14
,40,1,4,2014,1,05-Apr-14
,50,1,4,2014,1,09-Apr-14
,29,1,4,2014,1,05-Apr-14
,24,1,4,2014,1,05-Apr-14
,88,1,4,2014,1,05-Apr-14
,68,1,4,2014,1,01-Apr-14
,33,1,4,2014,1,02-Apr-14
,31,1,4,2014,1,01-Apr-14
,49,1,4,2014,1,01-Apr-14
,30,1,4,2014,1,02-Apr-14
,24,1,4,2014,1,01-Apr-14
,42,1,4,2014,1,01-Apr-14
,34,1,3,2014,1,31mar2014
,32,1,4,2014,1,02-Apr-14
,32,1,3,2014,1,31mar2014
,30,1,4,2014,1,02-Apr-14
,41,1,4,2014,1,02-Apr-14
,30,1,4,2014,1,03-Apr-14
,38,1,4,2014,1,01-Apr-14
,60,1,4,2014,1,02-Apr-14
,38,1,4,2014,1,03-Apr-14
,40,1,4,2014,1,05-Apr-14
,28,1,4,2014,1,03-Apr-14
,25,1,4,2014,1,03-Apr-14
,58,1,4,2014,1,24-Apr-14
,10,1,7,2014,1,08-Jul-14
,20,1,5,2014,1,13may2014
,21,1,5,2014,1,13may2014
,23,1,6,2014,1,04-Jun-14
,23,1,5,2014,1,22may2014
,20,1,7,2014,1,08-Jul-14
,16,1,7,2014,1,28-Jul-14
,14,1,5,2014,1,22may2014
,29,1,5,2014,1,22may2014
,18,1,7,2014,1,28-Jul-14
,52,1,5,2014,1,13may2014
,23,1,5,2014,1,15may2014
,17,1,5,2014,1,14may2014
,18,1,5,2014,1,14may2014
,25,1,5,2014,1,15may2014
,23,1,5,2014,1,16may2014
,26,1,5,2014,1,16may2014
,32,1,5,2014,1,27may2014
,19,1,5,2014,1,27may2014
,18,1,5,2014,1,26may2014
,11,1,5,2014,1,27may2014
,15,1,5,2014,1,22may2014
,19,1,5,2014,1,27may2014
,21,1,5,2014,1,26may2014
,13,1,5,2014,1,27may2014
,24,1,6,2014,1,04-Jun-14
,35,1,5,2014,1,28may2014
,10,1,5,2014,1,22may2014
,17,1,5,2014,1,22may2014
,11,1,5,2014,1,28may2014
,26,1,6,2014,1,04-Jun-14
,20,1,7,2014,1,14-Jul-14
,25,1,6,2014,1,04-Jun-14
,24,1,5,2014,1,28may2014
,9,1,6,2014,1,04-Jun-14
,16,1,5,2014,1,28may2014
,12,1,6,2014,1,17-Jun-14
,21,1,6,2014,1,13-Jun-14
,53,1,5,2014,1,26may2014
,16,1,5,2014,1,26may2014
,20,1,5,2014,1,27may2014
,20,1,5,2014,1,27may2014
,33,1,5,2014,1,30may2014
,28,1,5,2014,1,30may2014
,16,1,5,2014,1,30may2014
,15,1,5,2014,1,29may2014
,10,1,7,2014,1,14-Jul-14
,20,1,5,2014,1,30may2014
,27,1,5,2014,1,29may2014
,24,1,5,2014,1,29may2014
,51,1,5,2014,1,28may2014
,67,1,5,2014,1,28may2014
,15,1,5,2014,1,30may2014
,17,1,5,2014,1,30may2014
,11,1,6,2014,1,06-Jun-14
,20,1,6,2014,1,05-Jun-14
,25,1,5,2014,1,26may2014
,13,1,5,2014,1,26may2014
,22,1,6,2014,1,06-Jun-14
,20,1,6,2014,1,25-Jun-14
,18,1,5,2014,1,22may2014
,23,1,5,2014,1,22may2014
,45,1,5,2014,1,23may2014
,19,1,6,2014,1,03-Jun-14
,15,1,6,2014,1,03-Jun-14
,18,1,6,2014,1,03-Jun-14
,41,1,6,2014,1,03-Jun-14
,13,1,6,2014,1,22-Jun-14
,11,1,6,2014,1,22-Jun-14
,25,1,6,2014,1,03-Jun-14
,10,1,6,2014,1,03-Jun-14
,22,1,6,2014,1,09-Jun-14
,19,1,5,2014,1,30may2014
,15,1,6,2014,1,02-Jun-14
,20,1,5,2014,1,30may2014
,13,1,6,2014,1,04-Jun-14
,22,1,7,2014,1,28-Jul-14
,27,1,6,2014,1,04-Jun-14
,36,1,6,2014,1,09-Jun-14
,39,1,6,2014,1,04-Jun-14
,14,1,6,2014,1,06-Jun-14
,24,1,6,2014,1,06-Jun-14
,27,1,6,2014,1,20-Jun-14
,12,1,6,2014,1,24-Jun-14
,20,1,5,2014,1,20may2014
,17,1,5,2014,1,12may2014
,35,1,5,2014,1,12may2014
,27,1,5,2014,1,14may2014
,17,1,5,2014,1,13may2014
,48,1,6,2014,1,21-Jun-14
,9,1,6,2014,1,20-Jun-14
,56,1,6,2014,1,30-Jun-14
,14,1,5,2014,1,12may2014
,15,1,5,2014,1,12may2014
,27,1,5,2014,1,13may2014
,44,1,5,2014,1,20may2014
,20,1,6,2014,1,23-Jun-14
,40,1,6,2014,1,24-Jun-14
,19,1,7,2014,1,28-Jul-14
,14,1,5,2014,1,16may2014
,20,1,5,2014,1,08may2014
,13,1,7,2014,1,08-Jul-14
,11,1,7,2014,1,02-Jul-14
,32,1,5,2014,1,08may2014
,14,1,7,2014,1,09-Jul-14
,27,1,6,2014,1,14-Jun-14
,14,1,6,2014,1,16-Jun-14
,30,1,6,2014,1,16-Jun-14
,30,1,5,2014,1,15may2014
,13,1,6,2014,1,24-Jun-14
,17,1,5,2014,1,25may2014
,16,1,5,2014,1,14may2014
,16,1,5,2014,1,12may2014
,11,1,5,2014,1,12may2014
,16,1,5,2014,1,12may2014
,25,1,6,2014,1,24-Jun-14
,19,1,6,2014,1,24-Jun-14
,11,1,7,2014,1,02-Jul-14
,20,1,5,2014,1,12may2014
,16,1,6,2014,1,23-Jun-14
,12,1,6,2014,1,23-Jun-14
,16,1,7,2014,1,08-Jul-14
,19,1,7,2014,1,08-Jul-14
,17,1,5,2014,1,22may2014
,46,1,5,2014,1,14may2014
,11,1,7,2014,1,28-Jul-14
,14,1,6,2014,1,19-Jun-14
,15,1,6,2014,1,18-Jun-14
,14,1,6,2014,1,18-Jun-14
,14,1,6,2014,1,24-Jun-14
,15,1,6,2014,1,24-Jun-14
,11,1,5,2014,1,30may2014
,11,1,5,2014,1,30may2014
,11,1,6,2014,1,23-Jun-14
,17,1,6,2014,1,12-Jun-14
,23,1,6,2014,1,12-Jun-14
,15,1,6,2014,1,12-Jun-14
,10,1,6,2014,1,23-Jun-14
,10,1,6,2014,1,23-Jun-14
,13,1,6,2014,1,24-Jun-14
,10,1,6,2014,1,19-Jun-14
,16,1,6,2014,1,19-Jun-14
,13,1,6,2014,1,24-Jun-14
,14,1,6,2014,1,24-Jun-14
,17,1,7,2014,1,28-Jul-14
,13,1,7,2014,1,28-Jul-14
,19,1,7,2014,1,28-Jul-14
,20,1,7,2014,1,28-Jul-14
,15,1,7,2014,1,28-Jul-14
,21,1,6,2014,1,13-Jun-14
,13,1,7,2014,1,28-Jul-14
,25,1,6,2014,1,13-Jun-14
,10,1,5,2014,1,09may2014
,13,1,5,2014,1,09may2014
,17,1,5,2014,1,16may2014
,15,1,5,2014,1,09may2014
,14,1,5,2014,1,09may2014
,12,1,5,2014,1,09may2014
,23,1,5,2014,1,09may2014
,16,1,5,2014,1,21may2014
,15,1,6,2014,1,29-Jun-14
,30,1,5,2014,1,14may2014
,36,1,5,2014,1,18may2014
,13,1,5,2014,1,18may2014
,10,1,5,2014,1,19may2014
,15,1,5,2014,1,19may2014
,25,1,7,2014,1,15-Jul-14
,18,1,5,2014,1,21may2014
,23,1,7,2014,1,28-Jul-14
,16,1,6,2014,1,24-Jun-14
,13,1,5,2014,1,08may2014
,41,1,5,2014,1,26may2014
,46,1,5,2014,1,26may2014
,34,1,5,2014,1,26may2014
,48,1,5,2014,1,26may2014
,23,1,5,2014,1,26may2014
,21,1,5,2014,1,24may2014
,17,1,5,2014,1,23may2014
,13,1,5,2014,1,23may2014
,16,1,5,2014,1,23may2014
,24,1,5,2014,1,26may2014
,21,1,6,2014,1,22-Jun-14
,11,1,6,2014,1,10-Jun-14
,25,1,6,2014,1,22-Jun-14
,29,1,6,2014,1,25-Jun-14
,23,1,5,2014,1,28may2014
,31,1,5,2014,1,28may2014
,29,1,6,2014,1,20-Jun-14
,17,1,6,2014,1,20-Jun-14
,11,1,7,2014,1,28-Jul-14
,22,1,7,2014,1,28-Jul-14
,16,1,6,2014,1,24-Jun-14
,29,1,5,2014,1,22may2014
,36,1,5,2014,1,21may2014
,26,1,5,2014,1,21may2014
,13,1,5,2014,1,21may2014
,26,1,5,2014,1,20may2014
,28,1,5,2014,1,20may2014
,20,1,6,2014,1,26-Jun-14
,30,1,6,2014,1,26-Jun-14
,15,1,6,2014,1,25-Jun-14
,20,1,6,2014,1,24-Jun-14
,14,1,6,2014,1,24-Jun-14
,44,1,5,2014,1,20may2014
,21,1,7,2014,1,02-Jul-14
,11,1,6,2014,1,26-Jun-14
,18,1,6,2014,1,24-Jun-14
,12,1,6,2014,1,24-Jun-14
,70,1,5,2014,1,19may2014
,12,1,5,2014,1,19may2014
,29,1,6,2014,1,21-Jun-14
,10,1,6,2014,1,25-Jun-14
,20,1,5,2014,1,20may2014
,19,1,5,2014,1,20may2014
,52,1,7,2014,1,08-Jul-14
,18,1,5,2014,1,20may2014
,21,1,5,2014,1,17may2014
,18,1,7,2014,1,28-Jul-14
,41,1,5,2014,1,13may2014
,66,1,5,2014,1,13may2014
,63,1,5,2014,1,13may2014
,26,1,5,2014,1,21may2014
,12,1,5,2014,1,21may2014
,21,1,5,2014,1,22may2014
,20,1,5,2014,1,20may2014
,23,1,5,2014,1,22may2014
,19,1,5,2014,1,22may2014
,12,1,5,2014,1,22may2014
,23,1,5,2014,1,28may2014
,21,1,5,2014,1,28may2014
,24,1,5,2014,1,28may2014
,26,1,5,2014,1,28may2014
,29,1,5,2014,1,26may2014
,45,1,5,2014,1,26may2014
,33,1,5,2014,1,28may2014
,16,1,7,2014,1,08-Jul-14
,19,1,7,2014,1,14-Jul-14
,28,1,5,2014,1,29may2014
,35,1,5,2014,1,29may2014
,11,1,5,2014,1,22may2014
,35,1,5,2014,1,22may2014
,11,1,6,2014,1,23-Jun-14
,11,1,5,2014,1,24may2014
,32,1,5,2014,1,25may2014
,13,1,5,2014,1,25may2014
,25,1,5,2014,1,24may2014
,18,1,6,2014,1,24-Jun-14
,16,1,5,2014,1,24may2014
,32,1,5,2014,1,23may2014
,14,1,5,2014,1,23may2014
,63,1,5,2014,1,11may2014
,10,1,5,2014,1,13may2014
,39,1,5,2014,1,12may2014
,53,1,5,2014,1,12may2014
,32,1,5,2014,1,13may2014
,48,1,5,2014,1,15may2014
,14,1,5,2014,1,15may2014
,25,1,5,2014,1,15may2014
,20,1,5,2014,1,12may2014
,29,1,5,2014,1,09may2014
,20,1,5,2014,1,12may2014
,56,1,5,2014,1,14may2014
,20,1,5,2014,1,11may2014
,36,1,5,2014,1,10may2014
,51,1,5,2014,1,10may2014
,15,1,5,2014,1,12may2014
,17,1,5,2014,1,11may2014
,26,1,6,2014,1,10-Jun-14
,18,1,5,2014,1,16may2014
,30,1,5,2014,1,16may2014
,23,1,5,2014,1,16may2014
,55,1,5,2014,1,17may2014
,28,1,5,2014,1,17may2014
,20,1,5,2014,1,16may2014
,24,1,5,2014,1,20may2014
,20,1,6,2014,1,13-Jun-14
,34,1,5,2014,1,20may2014
,24,1,5,2014,1,15may2014
,50,1,5,2014,1,20may2014
,24,1,5,2014,1,15may2014
,13,1,7,2014,1,16-Jul-14
,11,1,5,2014,1,15may2014
,15,1,5,2014,1,15may2014
,13,1,5,2014,1,15may2014
,23,1,5,2014,1,14may2014
,15,1,5,2014,1,14may2014
,32,1,5,2014,1,14may2014
,35,1,5,2014,1,14may2014
,21,1,6,2014,1,24-Jun-14
,24,1,6,2014,1,09-Jun-14
,24,1,6,2014,1,07-Jun-14
,20,1,6,2014,1,09-Jun-14
,9,1,6,2014,1,09-Jun-14
,15,1,6,2014,1,06-Jun-14
,27,1,7,2014,1,02-Jul-14
,42,1,6,2014,1,11-Jun-14
,19,1,6,2014,1,10-Jun-14
,16,1,6,2014,1,09-Jun-14
,22,1,6,2014,1,10-Jun-14
,21,1,6,2014,1,13-Jun-14
,19,1,6,2014,1,11-Jun-14
,12,1,6,2014,1,06-Jun-14
,13,1,6,2014,1,06-Jun-14
,22,1,6,2014,1,09-Jun-14
,20,1,7,2014,1,14-Jul-14
,12,1,6,2014,1,17-Jun-14
,13,1,6,2014,1,17-Jun-14
,16,1,6,2014,1,17-Jun-14
,14,1,6,2014,1,17-Jun-14
,13,1,6,2014,1,17-Jun-14
,29,1,6,2014,1,17-Jun-14
,37,1,7,2014,1,14-Jul-14
,29,1,6,2014,1,17-Jun-14
,26,1,6,2014,1,12-Jun-14
,23,1,6,2014,1,19-Jun-14
,28,1,6,2014,1,15-Jun-14
,25,1,6,2014,1,19-Jun-14
,18,1,6,2014,1,18-Jun-14
,22,1,6,2014,1,25-Jun-14
,18,1,6,2014,1,19-Jun-14
,31,1,6,2014,1,16-Jun-14
,24,1,6,2014,1,23-Jun-14
,31,1,6,2014,1,24-Jun-14
,18,1,6,2014,1,22-Jun-14
,11,1,6,2014,1,22-Jun-14
,27,1,6,2014,1,25-Jun-14
,42,1,6,2014,1,24-Jun-14
,63,1,6,2014,1,16-Jun-14
,40,1,6,2014,1,16-Jun-14
,21,1,6,2014,1,22-Jun-14
,15,1,6,2014,1,25-Jun-14
,12,1,6,2014,1,25-Jun-14
,26,1,6,2014,1,23-Jun-14
,20,1,6,2014,1,25-Jun-14
,28,1,6,2014,1,21-Jun-14
,17,1,6,2014,1,24-Jun-14
,30,1,6,2014,1,16-Jun-14
,29,1,6,2014,1,16-Jun-14
,24,1,7,2014,1,08-Jul-14
,32,1,5,2014,1,23may2014
,47,1,5,2014,1,20may2014
,38,1,5,2014,1,15may2014
,17,1,5,2014,1,20may2014
,12,1,7,2014,1,28-Jul-14
,15,1,7,2014,1,10-Jul-14
,10,1,7,2014,1,14-Jul-14
,28,1,6,2014,1,25-Jun-14
,20,1,6,2014,1,25-Jun-14
,61,1,5,2014,1,29may2014
,15,1,5,2014,1,29may2014
,20,1,6,2014,1,02-Jun-14
,18,1,6,2014,1,25-Jun-14
,24,1,6,2014,1,24-Jun-14
,17,1,6,2014,1,17-Jun-14
,25,1,6,2014,1,17-Jun-14
,27,1,6,2014,1,17-Jun-14
,24,1,5,2014,1,31may2014
,13,1,6,2014,1,25-Jun-14
,16,1,6,2014,1,25-Jun-14
,21,1,7,2014,1,10-Jul-14
,32,1,5,2014,1,23may2014
,47,1,6,2014,1,26-Jun-14
,19,1,6,2014,1,26-Jun-14
,20,1,6,2014,1,26-Jun-14
,13,1,6,2014,1,23-Jun-14
,20,1,6,2014,1,11-Jun-14
,13,1,6,2014,1,23-Jun-14
,19,1,6,2014,1,11-Jun-14
,23,1,6,2014,1,23-Jun-14
,17,1,7,2014,1,02-Jul-14
,14,1,6,2014,1,23-Jun-14
,12,1,6,2014,1,23-Jun-14
,21,1,7,2014,1,02-Jul-14
,17,1,5,2014,1,31may2014
,16,1,5,2014,1,30may2014
,11,1,5,2014,1,30may2014
,12,1,5,2014,1,29may2014
,10,1,6,2014,1,26-Jun-14
,20,1,6,2014,1,06-Jun-14
,12,1,5,2014,1,29may2014
,9,1,5,2014,1,29may2014
,18,1,6,2014,1,05-Jun-14
,9,1,6,2014,1,05-Jun-14
,21,1,5,2014,1,30may2014
,36,1,5,2014,1,30may2014
,19,1,6,2014,1,04-Jun-14
,10,1,6,2014,1,24-Jun-14
,23,1,7,2014,1,28-Jul-14
,17,1,6,2014,1,06-Jun-14
,18,1,6,2014,1,04-Jun-14
,15,1,6,2014,1,04-Jun-14
,18,1,6,2014,1,05-Jun-14
,23,1,6,2014,1,06-Jun-14
,31,1,6,2014,1,24-Jun-14
,10,1,6,2014,1,23-Jun-14
,20,1,5,2014,1,08may2014
,34,1,7,2014,1,16-Jul-14
,18,1,6,2014,1,04-Jun-14
,13,1,6,2014,1,04-Jun-14
,20,1,6,2014,1,13-Jun-14
,35,1,5,2014,1,08may2014
,15,1,6,2014,1,13-Jun-14
,35,1,5,2014,1,09may2014
,23,1,6,2014,1,13-Jun-14
,15,1,6,2014,1,18-Jun-14
,33,1,6,2014,1,20-Jun-14
,28,1,6,2014,1,12-Jun-14
,31,1,6,2014,1,12-Jun-14
,16,1,6,2014,1,13-Jun-14
,20,1,6,2014,1,18-Jun-14
,24,1,6,2014,1,19-Jun-14
,30,1,6,2014,1,09-Jun-14
,24,1,6,2014,1,09-Jun-14
,40,1,6,2014,1,12-Jun-14
,30,1,6,2014,1,26-Jun-14
,20,1,6,2014,1,22-Jun-14
,15,1,6,2014,1,22-Jun-14
,17,1,6,2014,1,19-Jun-14
,23,1,6,2014,1,18-Jun-14
,21,1,6,2014,1,18-Jun-14
,21,1,6,2014,1,20-Jun-14
,29,1,6,2014,1,13-Jun-14
,26,1,6,2014,1,22-Jun-14
,25,1,6,2014,1,09-Jun-14
,21,1,6,2014,1,17-Jun-14
,18,1,6,2014,1,22-Jun-14
,15,1,6,2014,1,22-Jun-14
,32,1,6,2014,1,17-Jun-14
,26,1,6,2014,1,13-Jun-14
,24,1,6,2014,1,10-Jun-14
,13,1,6,2014,1,18-Jun-14
,11,1,6,2014,1,18-Jun-14
,24,1,6,2014,1,09-Jun-14
,13,1,6,2014,1,20-Jun-14
,23,1,6,2014,1,13-Jun-14
,13,1,6,2014,1,05-Jun-14
,20,1,6,2014,1,04-Jun-14
,25,1,6,2014,1,04-Jun-14
,20,1,6,2014,1,06-Jun-14
,14,1,6,2014,1,06-Jun-14
,37,1,6,2014,1,05-Jun-14
