ID,t011_prgrm,pass_fail,t301b_wpt_flow_rate_slow,t302_landowner_personality,t302a_rep_WSB_talkedto,t302b_rep_WSB_accepted_disp,t310_wpt_drinking_water,t303b_turbitube_100ntu,t303_turbidity_wet,t304_turbidity_dry,t305b_flow_how_many_months,avg_users,t311_wpt_pass,t009_country,month,year
,TNZ,0,,1,,,1,,3,3,,4,,1,10,2015
,TNZ,1,,1,,,1,,3,3,,25,1,1,10,2015
,TNZ,0,,,,,0,,,,,,,1,10,2015
,TNZ,0,,,,,1,,3,3,,5,,1,10,2015
,TNZ,1,,1,,,1,,3,3,,10,1,1,10,2015
,TNZ,0,,,,,0,,,,,,,1,10,2015
,TNZ,1,,,,,1,,3,3,,15,1,1,10,2015
,TNZ,1,,,,,1,,3,3,,13,1,1,10,2015
,TNZ,0,,,,,0,,,,,,,1,10,2015
,KKM2,0,,1,,,1,,3,3,,5.75,,1,9,2014
,KKM2,1,,,,,1,,2,3,,12.25,1,1,8,2014
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013
,SYA,1,,1,,,1,,3,3,,,1,1,7,2013
,SYA,0,,,,,,,,,,,,1,8,2013
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013
,SYA,0,,,,,,,,,,,,1,8,2013
,SYA,0,,1,,,0,,,,,,,1,7,2013
,SYA,0,,1,,,0,,,,,,,1,7,2013
,SYA,0,,,,,,,,,,,,1,7,2013
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013
,LGR,0,,1,,,1,,3,3,4,,,1,12,2013
,LGR,1,,1,,,1,,3,3,,,1,1,12,2013
,TNZ,1,,1,,,1,,3,3,,12,1,1,10,2015
,LGR,1,,1,,,1,,3,3,,,1,1,12,2013
,LGR,1,,1,,,1,,3,3,,,1,1,12,2013
,TNZ,0,,,,,0,,,,,,,1,3,2015
,TNZ,1,,1,,,1,,3,3,,25,1,1,9,2015
,TNZ,0,,1,,,0,,,,,,,1,10,2015
,MGR,0,,,0,,1,,3,3,,2,,1,9,2014
,TNZ,1,,1,,,1,,3,3,,20,1,1,9,2015
,TNZ,1,,1,,,1,,2,3,,13,1,1,3,2015
,TNZ,1,,1,,,1,,3,3,,12,1,1,10,2015
,TNZ,1,,1,,,1,,3,3,,15,1,1,10,2015
,LGR,0,,1,,,1,,3,3,5,,,1,12,2013
,LGR,1,,1,,,1,,3,3,,,1,1,12,2013
,LGR,1,,1,,,1,,3,3,,,1,1,12,2013
,LGR,1,,1,,,1,,3,3,,,1,1,12,2013
,TNZ,1,,,,,1,,3,3,,15,1,1,10,2015
,TNZ,0,,,,,0,,,,,,,1,3,2015
,MGR,0,,1,,,0,,,,,,,1,9,2014
,TNZ,1,,1,,,1,,3,3,,40,1,1,9,2015
,LGR,0,,1,,,1,,3,3,3,,,1,12,2013
,TNZ,0,,1,,,1,,3,3,,4,,1,10,2015
,TNZ,1,,,,,1,,2,3,,15,1,1,3,2015
,LGR,1,,1,,,1,,3,3,,,1,1,12,2013
,LGR,1,,1,,,1,,3,3,,,1,1,12,2013
,LGR,1,,1,,,1,,3,3,,,1,1,12,2013
,LGR,1,,1,,,1,,3,3,,,1,1,12,2013
,MGR,1,,,,,1,,2,3,,10.83333333,1,1,9,2014
,LGR,0,,1,,,1,,3,3,,,,1,11,2013
,LGR,1,,1,,,1,,3,3,,,1,1,11,2013
,LGR,1,,1,,,1,,3,3,,,1,1,11,2013
,LGR,0,,1,,,0,,,,,,,1,11,2013
,LGR,0,,1,,,1,,2,3,,,,1,11,2013
,UGS,0,,1,,,1,,3,3,,5,,1,6,2015
,UGS,1,,1,,,1,,3,3,,10,1,1,6,2015
,UGS,0,,1,,,1,,3,3,,1,,1,6,2015
,UGS,0,,1,,,1,,3,3,,8,,1,6,2015
,UGS,1,,1,,,1,,3,3,,10,1,1,6,2015
,UGS,1,,1,,,1,,3,3,,10,1,1,6,2015
,UGS,0,,1,,,1,,3,3,,5,,1,6,2015
,UGS,0,,1,,,1,,3,3,,7,,1,6,2015
,UGS,0,,1,,,1,,3,3,,2,,1,6,2015
,UGS,0,,1,,,1,,3,3,,4,,1,6,2015
,UGS,1,,1,,,1,,3,3,,10,1,1,6,2015
,UGS,1,,1,,,1,,3,3,,10,1,1,6,2015
,WASHB 75,0,,1,,,0,,,,,,,1,1,2016
,WASHB 75,0,,,,,1,,3,3,,2,,1,1,2016
,WASHB 75,1,,1,,,1,,3,3,,15,1,1,1,2016
,LGR,0,,1,,,1,,3,3,,,,1,1,2014
,LGR,0,,1,,,1,,3,3,,,,1,1,2014
,LGR,0,,1,,,1,,2,3,,,,1,1,2014
,LGR,0,,1,,,1,,3,3,,,,1,1,2014
,LGR,1,,,,,1,,2,2,,,1,1,1,2014
,LGR,0,,,,,1,,3,3,,,,1,1,2014
,LGR,1,,1,,,1,,2,3,,,1,1,1,2014
,LGR,0,,,0,,1,,2,3,,,,1,1,2014
,BGM2,1,,1,,,1,,3,3,,10,1,1,3,2015
,BGM2,0,0,,,,,,,,,,,1,3,2015
,LGR,0,,1,,,1,,3,3,,,,1,6,2014
,LGR,1,,1,,,1,,3,3,,,1,1,1,2014
,LGR,1,,1,,,1,,3,3,,,1,1,1,2014
,LGR,1,,1,,,1,,3,3,,,1,1,6,2014
,LGR,1,,1,,,1,,3,3,,,1,1,1,2014
,LGR,0,,1,,,1,,3,3,,,,1,6,2014
,LGR,0,,1,,,1,,3,3,,,,1,1,2014
,LGR,0,,1,,,1,,3,3,,,,1,1,2014
,LGR,0,,1,,,1,,3,3,,,,1,6,2014
,LGR,1,,1,,,1,,3,3,,,1,1,6,2014
,LGR,1,,1,,,1,,3,3,,,1,1,6,2014
,UGS,0,,1,,,1,,3,3,,2,,1,5,2015
,LGR,1,,1,,,1,,3,3,,,1,1,4,2014
,LGR,0,,,,,1,,2,2,,,,1,12,2013
,LGR,1,,1,,,1,,2,3,,,1,1,12,2013
,LGR,1,,1,,,1,,2,2,,,1,1,12,2013
,LGR,1,,,,,1,,2,3,,,1,1,12,2013
,LGR,0,,1,,,1,,2,2,,,,1,12,2013
,LGR,1,,1,,,1,,2,2,,,1,1,4,2014
,LGR,1,,1,,,1,,2,2,,,1,1,12,2013
,TNZ,0,,,1,1,0,,,,,,,1,9,2015
,TNZ,1,,,,,1,,2,3,,20,1,1,9,2015
,TNZ,0,,,,,1,,3,3,,8.5,,1,9,2015
,TNZ,1,,,,,1,,3,3,,23.25,1,1,9,2015
,TNZ,1,,,,,1,,2,3,,11.25,1,1,9,2015
,TNZ,0,0,,,,,,,,,,,1,9,2015
,TNZ,0,,,,,1,,2,3,,4.5,,1,9,2015
,LGR,1,,1,,,1,,3,3,,,1,1,4,2014
,UGS,0,,1,,,1,,2,2,,7.916666667,,1,5,2015
,UGS,0,,1,,,1,,2,3,9,7.75,,1,5,2015
,UGS,0,,1,,,1,,2,3,,4,,1,5,2015
,UGS,1,,1,,,1,,2,3,9,17,1,1,5,2015
,KRA,1,,1,,,1,,3,3,,31.66666667,1,1,9,2014
,LGR,1,,1,,,1,,3,3,,,1,1,4,2014
,TNZ,0,,,,,1,,3,3,,3,,1,4,2015
,TNZ,0,,,,,1,,3,3,,5,,1,4,2015
,TNZ,1,,,,,1,,3,3,,10,1,1,4,2015
,TNZ,0,,,,,1,,3,3,,5,,1,4,2015
,TNZ,0,,,,,0,,,,,,,1,4,2015
,TNZ,0,,,,,0,,,,,,,1,4,2015
,TNZ,0,,1,,,1,,3,3,,5,,1,4,2015
,TNZ,0,,,,,0,,,,,,,1,4,2015
,TNZ,1,,1,,,1,,3,3,,12.25,1,1,6,2015
,TNZ,0,,,,,1,,3,3,,3,,1,4,2015
,TNZ,0,,1,,,1,,3,3,,6,,1,4,2015
,TNZ,0,,1,,,1,,3,3,,8,,1,4,2015
,LGR,1,,1,,,1,,3,3,,,1,1,4,2014
,LGR,1,,,0,,1,,2,3,,,1,1,12,2013
,KLF,0,0,,,,,,,,,,,1,3,2014
,KLF,1,,1,,,1,,3,3,,12.75,1,1,3,2014
,KLF,0,0,,,,,,,,,,,1,3,2014
,KLF,0,0,,,,,,,,,,,1,3,2014
,KLF,0,0,,,,,,,,,,,1,3,2014
,KLF,0,0,,,,,,,,,,,1,3,2014
,KLF,0,0,,,,,,,,,,,1,3,2014
,KLF,1,,,,,1,,3,3,,17.91666667,1,1,3,2014
,KLF,0,0,,,,,,,,,,,1,3,2014
,KLF,1,,1,,,1,,3,3,,12,1,1,3,2014
,KLF,0,0,,,,,,,,,,,1,3,2014
,KLF,0,0,,,,,,,,,,,1,3,2014
,BGM2,1,,1,,,1,,3,2,,12,1,1,3,2015
,BGM2,1,,1,,,1,,2,3,,100,1,1,3,2015
,BGM2,1,,,1,1,1,,3,3,,15,1,1,3,2015
,KRA,0,,1,,,0,,,,,,,1,8,2014
,KRA,0,,1,,,0,,,,,,,1,8,2014
,KRA,1,,,1,1,1,,3,3,,15,1,1,8,2014
,KRA,0,,,1,1,0,,,,,,,1,8,2014
,MGR,1,,,1,1,1,1,,,,25,1,1,3,2014
,MGR,1,,1,,,1,1,,,,12.5,1,1,3,2014
,MGR,0,,1,,,0,,,,,,,1,9,2014
,MGR,0,,1,,,0,,,,,,,1,9,2014
,MGR,0,,0,,,,,,,,,,1,9,2014
,MGR,0,,1,,,0,,,,,,,1,9,2014
,LGR,0,,1,,,1,,1,3,,,,1,4,2014
,LGR,0,,1,,,1,,1,3,,,,1,4,2014
,LGR,1,,1,,,1,,3,3,,,1,1,4,2014
,BGM2,0,,1,,,0,,,,,,,1,3,2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015
,BGM2,1,,1,,,1,,3,3,,18.33333333,1,1,3,2015
,BGM2,0,,1,,,1,,3,3,,1,,1,3,2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015
,TNZ,0,,,,,0,,,,,,,1,12,2014
,TNZ,0,,,,,1,,3,3,,6,,1,12,2014
,TNZ,0,,1,,,0,,,,,,,1,12,2014
,TNZ,0,,,,,1,,3,3,,1,,1,12,2014
,TNZ,0,,1,,,1,,3,3,,4,,1,12,2014
,TNZ,0,,1,,,1,,3,3,,6,,1,12,2014
,TNZ,0,,,,,1,,3,3,,7,,1,12,2014
,KRA,1,,,,,1,,2,3,,20.83333333,1,1,9,2014
,KRA,0,0,,,,,,,,,,,1,9,2014
,TNZ,1,,,,,1,,3,3,,52.5,1,1,12,2014
,TNZ,1,,1,,,1,,3,3,,31.75,1,1,12,2014
,TNZ,1,,1,,,1,,3,3,,11.25,1,1,12,2014
,TNZ,1,,1,,,1,,3,3,,15.75,1,1,12,2014
,TNZ,1,,1,,,1,,3,3,,17.5,1,1,12,2014
,TNZ,1,,,,,1,,3,3,,51.5,1,1,12,2014
,TNZ,1,,1,,,1,,3,3,,18.25,1,1,12,2014
,TNZ,1,,1,,,1,,3,3,,20,1,1,12,2014
,TNZ,1,,1,,,1,,3,3,,23.33333333,1,1,12,2014
,KRA,0,0,,,,,,,,,,,1,9,2014
,KRA,0,,,,,1,,3,3,,9,,1,8,2014
,KRA,0,0,,,,,,,,,,,1,8,2014
,KRA,1,,,,,1,,2,2,,29,1,1,8,2014
,KRA,1,,,,,1,,2,2,,25,1,1,8,2014
,KRA,1,,,,,1,,2,2,,80,1,1,8,2014
,KRA,0,1,,,,1,,3,3,5,,,1,9,2014
,KRA,0,0,,,,,,,,,,,1,9,2014
,KRA,1,,,,,1,,2,2,,20,1,1,9,2014
,KRA,0,0,,,,,,,,,,,1,9,2014
,NDI,0,,1,,,1,,2,3,,8,,1,5,2015
,NDI,1,,1,,,1,,2,3,,10,1,1,5,2015
,TNZ,0,,,,,1,,1,2,,,,1,10,2015
,RNG,0,,1,,,0,,,,,,,1,9,2014
,RNG,1,,,,,1,,3,3,,10.5,1,1,9,2014
,RNG,0,,1,,,0,,,,,,,1,9,2014
,RNG,1,,,,,1,,3,3,,20,1,1,9,2014
,VHG,1,,1,,,1,,3,3,,,1,1,7,2013
,VHG,1,,1,,,1,,1,3,,,1,1,7,2013
,VHG,0,,1,,,1,,1,3,,,,1,7,2013
,VHG,0,,1,,,1,,1,3,,,,1,7,2013
,VHG,1,,,,,1,,3,3,,,1,1,7,2013
,VHG,0,,1,,,1,,3,3,4,,,1,7,2013
,VHG,1,,1,,,1,,1,3,,,1,1,7,2013
,TNZ,0,,,,,1,,1,1,,,,1,10,2015
,TNZ,1,,,,,1,,3,2,,11.66666667,1,1,10,2015
,TNZ,0,,,,,1,,3,2,,5,,1,10,2015
,TNZ,1,,,,,1,,3,3,,13.33333333,1,1,10,2015
,UGS,0,0,,,,,,,,,,,1,4,2015
,UGS,0,,1,,,0,,,,,,,1,4,2015
,UGS,1,,,,,1,,3,3,,10,1,1,4,2015
,UGS,0,,1,,,1,,3,3,,5,,1,4,2015
,MGR,0,,1,,,0,,,,,,,1,8,2014
,MGR,1,,,1,1,1,,3,3,,10.5,1,1,8,2014
,MGR,0,,1,,,0,,,,,,,1,9,2014
,MGR,0,,1,,,0,,,,,,,1,9,2014
,MGR,0,0,,,,,,,,,,,1,9,2014
,MGR,0,,,,,1,,3,3,10,8.666666667,,1,9,2014
,UJA,0,,1,,,,,2,3,11,,,1,9,2012
,UJA,0,,1,,,,,2,3,,,,1,9,2012
,UJA,0,,1,,,,,2,3,,,,1,9,2012
,UJA,0,,1,,,,,2,2,11,,,1,9,2012
,SYA,0,,1,,,1,,2,3,,,,1,7,2013
,SYA,0,,,,,0,,,,,,,1,8,2013
,SYA,1,,,,,1,,2,3,,,1,1,6,2013
,SYA,1,,1,,,1,,3,3,,12.33333333,1,1,8,2014
,SYA,0,,1,,,1,,2,3,,,,1,7,2013
,SYA,1,,1,,,1,,2,3,,,1,1,7,2013
,SYA,0,,,,,1,,3,3,5,,,1,8,2013
,SYA,0,,,,,0,,,,,,,1,8,2013
,KRA,0,0,,,,,,,,,,,1,9,2014
,KRA,0,,,,,1,,2,3,10,7,,1,9,2014
,KRA,1,,1,,,1,,3,3,,40,1,1,9,2014
,KRA,0,,,,,0,,,,,,,1,9,2014
,KRA,0,,1,,,1,,2,3,8,,,1,9,2014
,KRA,0,,,,,1,,3,3,,16,0,1,9,2014
,KRA,0,,,,,1,,3,3,,10,0,1,9,2014
,RNG,0,,1,,,0,,,,,,,1,4,2014
,RNG,0,0,,,,,,,,,,,1,4,2014
,RNG,0,,,,,0,,,,,,,1,4,2014
,RNG,0,,1,,,0,,,,,,,1,4,2014
,RNG,0,,,,,0,,,,,,,1,4,2014
,RNG,0,,,,,0,,,,,,,1,4,2014
,RNG,0,,1,,,0,,,,,,,1,4,2014
,RNG,0,,1,,,0,,,,,,,1,4,2014
,RNG,1,,,1,1,1,,3,3,,30,1,1,4,2014
,KRA,1,,,,,1,,3,3,,42,1,1,8,2014
,KRA,0,1,1,,,1,,2,3,8,,,1,8,2014
,KRA,1,,,,,1,,3,3,,27,1,1,8,2014
,KRA,0,,1,,,1,,3,3,,9,,1,8,2014
,KRA,0,,,,,1,,1,3,,,,1,8,2014
,KRA,0,,1,,,1,,1,2,,,,1,8,2014
,UJA,0,,,,,,,3,3,,,,1,9,2012
,UJA,0,,,,,,,3,3,,,,1,9,2012
,MGR,0,0,,,,,,,,,,,1,3,2014
,MGR,0,0,,,,,,,,,,,1,3,2014
,MGR,1,,,1,1,1,,3,3,,34.16666667,1,1,3,2014
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013
,SYA,1,,,0,,1,,3,3,,,1,1,7,2013
,VHG,1,,1,,,1,,2,3,,,1,1,6,2013
,VHG,1,,1,,,1,,2,3,,,1,1,6,2013
,VHG,1,,1,,,1,,2,3,,,1,1,6,2013
,VHG,0,,1,,,0,,,,,,,1,6,2013
,VHG,0,,,,,1,,2,3,,,,1,6,2013
,VHG,1,,1,,,1,,2,2,,,1,1,6,2013
,VHG,1,,1,,,1,,2,3,,,1,1,6,2013
,MGR,1,,1,,,1,,2,2,,41.58333333,1,1,3,2014
,MGR,0,,,,,0,,,,,,,1,3,2014
,TNZ,1,,1,,,1,,3,3,,10,1,1,4,2015
,TNZ,1,,1,,,1,,3,3,,17.5,1,1,4,2015
,TNZ,1,,1,,,1,,3,3,,10,1,1,4,2015
,TNZ,0,,1,,,1,,3,3,,7,,1,4,2015
,TNZ,1,,1,,,1,,3,3,,22.5,1,1,4,2015
,TNZ,0,,1,,,0,,,,,,,1,4,2015
,TNZ,0,,1,,,0,,,,,,,1,4,2015
,TNZ,1,,1,,,1,,3,3,,20,1,1,4,2015
,TNZ,1,,1,,,1,,3,3,,14.75,1,1,6,2015
,TNZ,0,,1,,,1,,3,3,,5,,1,4,2015
,TNZ,1,,1,,,1,,3,3,,15,1,1,4,2015
,TNZ,0,,,,,0,,,,,,,1,4,2015
,UJA,0,,,,,,,1,3,,,,1,10,2012
,WASHB 75,1,,1,,,1,,3,3,,20,1,1,1,2016
,WASHB 75,1,,1,,,1,,3,3,,54,1,1,3,2016
,WASHB 75,0,,,,,1,,1,1,,,,1,3,2016
,WASHB 75,1,,1,,,1,,3,3,,38.75,1,1,3,2016
,WASHB 75,0,,1,,,0,,,,,,,1,2,2016
,WASHB 75,1,,1,,,1,,3,3,,20,1,1,2,2016
,WASHB 75,1,,1,,,1,,3,3,,20,1,1,2,2016
,WASHB 75,0,0,,,,,,,,,,,1,2,2016
,WASHB 75,0,,0,,,,,,,,,,1,2,2016
,WASHB 75,1,,1,,,1,,3,3,,20,1,1,2,2016
,UGS,1,,1,,,1,,3,3,,10,1,1,7,2014
,UGS,0,,1,,,1,,3,3,,3.666666667,,1,7,2014
,UGS,0,,,,,1,,3,3,,4,,1,7,2014
,BGM2,1,,,,,1,,2,3,,13.33333333,1,1,3,2015
,BGM2,1,,1,,,1,,3,3,,11.25,1,1,3,2015
,BGM2,0,1,,,,1,,1,2,,,,1,3,2015
,BGM2,1,,1,,,1,,2,3,,50,1,1,3,2015
,BGM2,0,,,,,1,,3,3,,1,,1,3,2015
,UGS,0,,,,,1,,3,3,,4.25,,1,10,2014
,UGS,0,,,,,1,,3,3,9,5,,1,10,2014
,UGS,1,,,,,1,,3,3,,13.75,1,1,10,2014
,UGS,1,,1,,,1,,3,3,,10.5,1,1,10,2014
,UGS,1,,,,,1,,3,3,,15,1,1,10,2014
,UGS,0,,1,,,1,,3,3,,4,,1,9,2014
,UGS,1,,1,,,1,,3,2,,11.25,1,1,9,2014
,UGS,1,,1,,,1,,3,3,,15,1,1,9,2014
,UGS,0,,,,,1,,2,2,,5,,1,9,2014
,UGS,0,,1,,,1,,1,1,,,,1,9,2014
,UGS,0,,1,,,0,,,,,,,1,9,2014
,UGS,0,,1,,,1,,1,1,,,,1,9,2014
,UGS,1,,1,,,1,,3,3,,10.25,1,1,9,2014
,MGR,1,,1,,,1,,3,3,,15,1,1,9,2014
,MGR,1,,1,,,1,,3,3,,27.5,1,1,9,2014
,KRA,1,,,0,,1,,2,3,,15,1,1,9,2014
,KRA,0,,,0,,1,,1,3,,,,1,9,2014
,KRA,0,,1,,,1,,3,3,,9,,1,9,2014
,KRA,0,,,,,1,,2,3,,9.083333333,,1,9,2014
,KRA,1,,,0,,1,,2,3,,20,1,1,9,2014
,LGR,1,,1,,,1,,3,3,,,1,1,12,2013
,LGR,1,,1,,,1,,3,3,,,1,1,12,2013
,LGR,1,,1,,,1,,3,3,,,1,1,12,2013
,LGR,1,,1,,,1,,3,3,,,1,1,12,2013
,HMB3,0,0,,,,,,,,,,,1,10,2015
,UGS,0,,1,,,1,,1,2,,,,1,9,2014
,UGS,0,,1,,,0,,,,,,,1,9,2014
,UGS,0,,1,,,1,,2,3,,4,,1,9,2014
,UGS,0,,1,,,1,,2,3,,4,,1,9,2014
,UGS,0,,1,,,1,,1,2,,,,1,9,2014
,UGS,0,,1,,,1,,1,2,,,,1,9,2014
,UGS,0,,,1,1,1,,2,3,10,2,,1,9,2014
,UGS,0,,1,,,0,,,,,,,1,9,2014
,UGS,0,,1,,,1,,2,3,,3,,1,9,2014
,UGS,0,,,0,,0,,,,,,,1,9,2014
,UGS,0,,1,,,1,,2,3,11,8,,1,9,2014
,UGS,0,,,,,1,,2,3,,6,,1,9,2014
,UGS,0,,1,,,1,,1,3,,,,1,9,2014
,UGS,0,,,,,1,,2,3,,6,,1,9,2014
,UGS,0,,1,,,1,,2,3,,4.333333333,,1,5,2015
,UGS,0,1,,,,0,,,,,,,1,5,2015
,NMR,0,,1,,,0,,,,,,,1,11,2015
,NMR,1,,1,,,1,,2,3,,57.25,1,1,11,2015
,NMR,0,,1,,,0,,,,,,,1,11,2015
,NMR,0,,1,,,0,,,,,,,1,11,2015
,NMR,1,,1,,,1,,3,3,,11.25,1,1,11,2015
,NMR,1,,1,,,1,,3,3,,49.5,1,1,11,2015
,BSA2,1,,1,,,1,,2,3,,10.75,1,1,10,2014
,BSA2,1,,1,,,1,,3,3,,10,1,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,10,2014
,BSA2,1,,1,,,1,,3,3,,10.5,1,1,8,2014
,BSA2,1,,1,,,1,,3,3,,10.5,1,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,8,2014
,BSA2,0,,1,,,0,,,,,,,1,10,2014
,WASHB 75,1,,1,,,1,,3,3,,20,1,1,1,2016
,WASHB 75,0,0,,,,,,,,,,,1,1,2016
,WASHB 75,1,,1,,,1,,3,3,,10,1,1,1,2016
,LGR,0,,1,,,1,,3,3,,,,1,10,2013
,LGR,1,,1,,,1,,3,3,,,1,1,2,2014
,LGR,1,,1,,,1,,3,3,,,1,1,10,2013
,LGR,1,,1,,,1,,3,3,,,1,1,2,2014
,LGR,0,,,,,,,,,,,,1,10,2013
,LGR,0,,1,,,1,,2,3,,,,1,10,2013
,LGR,1,,1,,,1,,2,3,,,1,1,2,2014
,LGR,0,,1,,,0,,,,,,,1,10,2013
,LGR,0,,1,,,0,,,,,,,1,10,2013
,KKM2,0,,1,,,1,,3,3,11,7.666666667,,1,8,2014
,KKM2,0,,1,,,0,,,,,,,1,8,2014
,KKM2,0,,1,,,1,,3,3,,9,,1,8,2014
,BSA3,1,,1,,,1,,3,3,,45,1,1,3,2015
,BSA3,1,,1,,,1,,3,3,,11.25,1,1,3,2015
,BSA3,0,1,1,,,0,,,,,,,1,3,2015
,BSA3,1,,1,,,1,,3,3,,32.5,1,1,3,2015
,SYA,1,,1,,,1,,2,2,,,1,1,7,2013
,SYA,0,,,,,,,,,,,,1,7,2013
,UGS,1,,1,,,1,,3,3,,10,1,1,5,2015
,KRA,0,1,,,,1,,1,2,,,,1,9,2014
,MGR,0,0,,,,,,,,,,,1,8,2014
,MGR,0,,,,,0,,,,,,,1,8,2014
,MGR,0,0,,,,,,,,,,,1,8,2014
,KRA,0,,,,,0,,,,,,,1,9,2014
,BGM2,1,,1,,,1,,3,3,,37.5,1,1,3,2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015
,BGM2,1,,1,,,1,,3,3,,18.75,1,1,3,2015
,BGM2,1,,1,,,1,,3,3,,10.75,1,1,3,2015
,BGM2,0,,1,,,1,,3,3,,2.75,,1,3,2015
,BGM2,1,,1,,,1,,3,3,,33.75,1,1,3,2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015
,BGM2,0,,1,,,0,,,,,,,1,3,2015
,TNZ,0,,,,,1,,1,3,,,,1,11,2014
,TNZ,0,,,,,1,,1,3,,,,1,11,2014
,TNZ,1,,,,,1,,2,3,,44.75,1,1,11,2014
,TNZ,0,,,,,1,,1,3,,,,1,11,2014
,KRA,0,,,,,0,,,,,,,1,8,2014
,KRA,0,,0,,,,,,,,,,1,8,2014
,KRA,1,,,,,1,,2,3,9,24,1,1,8,2014
,KRA,1,,1,,,1,,3,3,,19.75,1,1,8,2014
,KRA,0,,,,,1,,2,2,,6.5,,1,8,2014
,KRA,0,,,,,1,,2,2,,5,,1,8,2014
,KRA,1,,,,,1,,2,3,10,21.75,1,1,8,2014
,KRA,1,,,,,1,,3,3,,19,1,1,8,2014
,KRA,1,,,,,1,,3,3,,13,1,1,8,2014
,KRA,0,,,,,0,,,,,,,1,8,2014
,KRA,0,,1,,,1,,3,3,,8.333333333,,1,8,2014
,KRA,0,1,1,,,1,,3,3,,6,,1,8,2014
,KRA,1,,,,,1,,2,3,,32,1,1,8,2014
,KRA,0,,,,,0,,,,,,,1,8,2014
,KRA,0,,1,,,0,,,,,,,1,8,2014
,KRA,0,,1,,,0,,,,,,,1,8,2014
,KRA,0,,,,,1,,2,3,8,,,1,8,2014
,KRA,1,,,,,1,,3,3,,21.75,1,1,8,2014
,UGS,0,,,,,0,,,,,,,1,5,2015
,UGS,0,,1,,,1,,2,3,,6.666666667,,1,5,2015
,UGS,0,,1,,,1,,2,3,,8.333333333,,1,5,2015
,UGS,0,,,,,1,,2,3,,1,,1,5,2015
,UGS,1,,,,,1,,3,3,,17.33333333,1,1,5,2015
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013
,SYA,0,,1,,,0,,,,,,,1,7,2013
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013
,SYA,1,,,1,1,1,,3,3,,,1,1,7,2013
,SYA,1,,,0,,1,,3,3,,,1,1,7,2013
,UGS,0,,1,,,1,,2,3,,4.75,,1,5,2015
,UGS,0,,,,,0,,,,,,,1,5,2015
,UGS,0,,1,,,1,,3,3,,3,,1,6,2015
,UGS,0,,,0,,1,,1,2,,,,1,5,2015
,UGS,0,,1,,,1,,2,3,,8.666666667,,1,5,2015
,UGS,0,0,,,,,,,,,,,1,5,2015
,UGS,0,,1,,,1,,2,3,,7.333333333,,1,5,2015
,UGS,0,,1,,,0,,,,,,,1,5,2015
,UGS,0,,1,,,1,,2,3,,8.666666667,,1,5,2015
,UGS,0,,1,,,0,,,,,,,1,5,2015
,UGS,0,,1,,,1,,2,2,,8.666666667,,1,5,2015
,UGS,0,,1,,,1,,2,3,,7,,1,5,2015
,UGS,0,,1,,,1,,2,3,,7,,1,5,2015
,UGS,0,,1,,,0,,,,,,,1,5,2015
,UGS,0,,1,,,0,,,,,,,1,8,2014
,UGS,1,,1,,,1,,2,3,11,15,1,1,8,2014
,UGS,1,,1,,,1,,2,3,10,10.75,1,1,8,2014
,UGS,0,,,,,1,,3,3,,5.5,,1,9,2014
,UGS,1,,1,,,1,,3,3,,10.25,1,1,9,2014
,UGS,0,,1,,,1,,3,3,,4,,1,9,2014
,UGS,0,,1,,,1,,3,3,,1,,1,9,2014
,UGS,0,,1,,,1,,3,3,,2,,1,9,2014
,UGS,0,,1,,,1,,3,3,,5,,1,9,2014
,UGS,0,,1,,,1,,3,3,,3.5,,1,9,2014
,TNZ,0,,,,,0,,,,,,,1,3,2015
,TNZ,0,,,,,0,,,,,,,1,3,2015
,UGS,0,,1,,,1,,3,3,,9,,1,5,2015
,UGS,0,,1,,,1,,3,3,,1,,1,5,2015
,TNZ,0,1,1,,,0,,,,,,,1,11,2014
,TNZ,0,,1,,,0,,,,,,,1,11,2014
,TNZ,0,,1,,,0,,,,,,,1,11,2014
,TNZ,1,,1,,,1,,3,3,,20,1,1,11,2014
,TNZ,0,,,,,0,,,,,,,1,11,2014
,TNZ,1,,,1,1,1,,3,3,,70,1,1,11,2014
,TNZ,0,,1,,,0,,,,,,,1,11,2014
,UGS,1,,1,,,1,,3,3,,10,1,1,7,2014
,UGS,1,,,,,1,,3,3,,10.5,1,1,7,2014
,UGS,0,,,,,1,,3,3,,6,,1,7,2014
,UGS,0,,,,,1,,3,3,,5,,1,7,2014
,UGS,1,,,,,1,,3,3,,12.75,1,1,7,2014
,UGS,1,,,,,1,,3,3,,10.5,1,1,7,2014
